Source,ACC,NMI,AR,Purity,Fscore,Precision,Recall,Entropy,beta,lambda,AnchorsPerView,TargetView,Time_s
Original_3AMVC_local_run_catlch256_4Views_257cls_withClutter,0.1807,0.4165,0.1121,0.2353,0.1171,0.1218,0.1128,7.7531,30,300000,"[53;70;45;79]",1,78.6
