beta,lambda,ACC_mean,ACC_std,NMI_mean,NMI_std,Purity_mean,Purity_std,Fscore_mean,Fscore_std,Precision_mean,Precision_std,Recall_mean,Recall_std,AR_mean,AR_std,Entropy_mean,Entropy_std,Time_mean,Time_std,Iter_mean,Iter_std,FinalObj_mean,FinalObj_std,TargetView_mode
1,100,0.303688066992324,0.0100810827213128,0.168640429544627,0.0159403566972062,0.325980460572226,0.0111715963196535,0.196983567190551,0.00566188043690363,0.149329641298319,0.00300394714399506,0.290772955158836,0.0125554504435582,0.0638574696058052,0.00532052033843556,2.79320332628546,0.0183313940238499,4.0772472,0.0156478488035895,51,0,348777.863827482,569.729553222751,1
1,1000,0.315666434054431,0.00820105701557599,0.191468318445761,0.00690928973321325,0.342718073970691,0.00696250989709855,0.205921188508287,0.00562434102211887,0.157828479495459,0.00721656597403901,0.297578174798714,0.00188055247127857,0.0757495019382007,0.00917498442960166,2.82643802338763,0.043570013745072,4.0979744,0.0507115770263553,51,0,348777.863827482,569.729553222751,1
1,10000,0.314263782274948,0.0101847061854085,0.188583762833754,0.0109886674011332,0.34039776692254,0.0102439195934631,0.205441141047456,0.0063032306518086,0.157867379752987,0.00716155270226249,0.295896755468958,0.000497333548898513,0.0755337556399649,0.00948009577059846,2.82950105440828,0.0392382337336945,4.00770075,0.0714550494272097,51,0,348777.863827482,569.729553222751,1
1,100000,0.314263782274948,0.0101847061854085,0.188583762833754,0.0109886674011332,0.34039776692254,0.0102439195934631,0.205441141047456,0.0063032306518086,0.157867379752987,0.00716155270226249,0.295896755468958,0.000497333548898513,0.0755337556399649,0.00948009577059846,2.82950105440828,0.0392382337336945,4.0776634,0.0286000651359399,51,0,348777.863827482,569.729553222751,1
1,1000000,0.314263782274948,0.0101847061854085,0.188583762833754,0.0109886674011332,0.34039776692254,0.0102439195934631,0.205441141047456,0.0063032306518086,0.157867379752987,0.00716155270226249,0.295896755468958,0.000497333548898513,0.0755337556399649,0.00948009577059846,2.82950105440828,0.0392382337336945,4.05729565,0.0898580690930147,51,0,348777.863827482,569.729553222751,1
10,100,0.164731332868109,0.00341463986448771,0.0338946806900879,0.00311827557021611,0.187009769713887,0.00623221119775724,0.145643890086785,0.000882471254552497,0.115804893630263,0.000216687655968198,0.197629869395985,0.00395891314416304,0.0116087721166634,0.000139255511698551,2.91350323921784,0.0118732624843681,4.60900745,0.012757125571421,51,0,380973.694871404,1690.70436194771,1
10,1000,0.164916259595255,0.00495912292458115,0.033175501834458,0.00326615119305963,0.186741102581996,0.00543776463969,0.145235363651807,0.000951533693243459,0.11622090095254,0.000991186949280451,0.194626157873085,0.000810476590742636,0.0121768605259233,0.00138560876352786,2.92797779975421,0.00132380875892539,4.61795005,0.00628031029846448,51,0,380973.694871404,1690.70436194771,1
10,10000,0.164916259595255,0.00495912292458115,0.033175501834458,0.00326615119305963,0.186741102581996,0.00543776463969,0.145235363651807,0.000951533693243459,0.11622090095254,0.000991186949280451,0.194626157873085,0.000810476590742636,0.0121768605259233,0.00138560876352786,2.92797779975421,0.00132380875892539,4.5734799,0.0158165644815808,51,0,380973.694871404,1690.70436194771,1
10,100000,0.164916259595255,0.00495912292458115,0.033175501834458,0.00326615119305963,0.186741102581996,0.00543776463969,0.145235363651807,0.000951533693243459,0.11622090095254,0.000991186949280451,0.194626157873085,0.000810476590742636,0.0121768605259233,0.00138560876352786,2.92797779975421,0.00132380875892539,4.52878905,0.0348117860766291,51,0,380973.694871404,1690.70436194771,1
10,1000000,0.164916259595255,0.00495912292458115,0.033175501834458,0.00326615119305963,0.186741102581996,0.00543776463969,0.145235363651807,0.000951533693243459,0.11622090095254,0.000991186949280451,0.194626157873085,0.000810476590742636,0.0121768605259233,0.00138560876352786,2.92797779975421,0.00132380875892539,4.56022395,0.078700914035385,51,0,380973.694871404,1690.70436194771,1
100,100,0.523778785764131,0.00173199218560004,0.512371321181594,0.00189106471309576,0.600310537334264,0.00303468716280348,0.449495028196903,0.0103701914511471,0.452013829198591,0.0155268072753062,0.447201891475251,0.00523622731994962,0.383365519444527,0.0124672829895762,3.27455426590233,0.0157021531989386,4.1458875,0.0998584681673013,51,0,427632.61598815,5132.27015875303,1
100,1000,0.527993719469644,0.00809743355148031,0.511028360800673,0.00155198178537419,0.600586182833217,0.00115466145706659,0.45099938424303,0.00640014716659473,0.453366695317641,0.0109273918479106,0.448829491462593,0.00192405876772107,0.38502916931087,0.00793222214797447,3.27439900581578,0.0136390394807535,4.1950172,0.0304228449964826,51,0,427632.61598815,5132.27015875303,1
100,10000,0.527993719469644,0.00809743355148031,0.511028360800673,0.00155198178537419,0.600586182833217,0.00115466145706659,0.45099938424303,0.00640014716659473,0.453366695317641,0.0109273918479106,0.448829491462593,0.00192405876772107,0.38502916931087,0.00793222214797447,3.27439900581578,0.0136390394807535,4.19553015,0.0358386465442683,51,0,427632.61598815,5132.27015875303,1
100,100000,0.527993719469644,0.00809743355148031,0.511028360800673,0.00155198178537419,0.600586182833217,0.00115466145706659,0.45099938424303,0.00640014716659473,0.453366695317641,0.0109273918479106,0.448829491462593,0.00192405876772107,0.38502916931087,0.00793222214797447,3.27439900581578,0.0136390394807535,4.18483545,0.0603558771256366,51,0,427632.61598815,5132.27015875303,1
100,1000000,0.527993719469644,0.00809743355148031,0.511028360800673,0.00155198178537419,0.600586182833217,0.00115466145706659,0.45099938424303,0.00640014716659473,0.453366695317641,0.0109273918479106,0.448829491462593,0.00192405876772107,0.38502916931087,0.00793222214797447,3.27439900581578,0.0136390394807535,4.22333845,0.129129931191978,51,0,427632.61598815,5132.27015875303,1
1000,100,0.385341939986043,0.0231179013946893,0.299704912653212,0.0266299803615432,0.414330076762038,0.011620631330735,0.320846912173136,0.0287152698771663,0.310636170934084,0.0391016692795792,0.332554938224165,0.0163862421798291,0.235480149577936,0.0359454410499863,3.2034226546121,0.0660870485960157,4.3628002,0.379088854939551,51,0,13993509962.798,19789054258.2629,1
1000,1000,0.384682484298674,0.0240505125715508,0.298106053053318,0.0288911092920434,0.413492672714585,0.012804899491829,0.320281281780553,0.0295151920496482,0.310904327440732,0.0387224387110383,0.330920398909599,0.0186978298467207,0.235134304288002,0.0364345401494934,3.20956173157648,0.0574050826925459,4.38148775,0.336429880648026,51,0,13993509962.798,19789054258.2629,1
1000,10000,0.385519888346127,0.0228662444104568,0.298542997768941,0.028273176149202,0.413695045359386,0.0125187013528979,0.321235623701111,0.028165548762454,0.311572929470923,0.0377768926521121,0.332263260444027,0.016798736852344,0.236127787456957,0.0350295427779672,3.20751878859938,0.0602942403579145,4.26695155,0.422674421957143,51,0,13993509962.798,19789054258.2629,1
1000,100000,0.385519888346127,0.0228662444104568,0.298542997768941,0.028273176149202,0.413695045359386,0.0125187013528979,0.321235623701111,0.028165548762454,0.311572929470923,0.0377768926521121,0.332263260444027,0.016798736852344,0.236127787456957,0.0350295427779672,3.20751878859938,0.0602942403579145,4.33133885,0.318005930621498,51,0,13993509962.798,19789054258.2629,1
1000,1000000,0.385519888346127,0.0228662444104568,0.298542997768941,0.028273176149202,0.413695045359386,0.0125187013528979,0.321235623701111,0.028165548762454,0.311572929470923,0.0377768926521121,0.332263260444027,0.016798736852344,0.236127787456957,0.0350295427779672,3.20751878859938,0.0602942403579145,4.2704058,0.361110240763814,51,0,13993509962.798,19789054258.2629,1
